batter,batting_team,bowling_team,venue,season,over_category,total_runs,balls_faced_x,runs_scored,balls_faced_y,strike_rate,venue_avg_runs
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Dubai International Cricket Stadium,2014,Powerplay,6,6,3776,3205,117.81591263650546,27.666666666666668
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2018,Middle,6,7,2494,1968,126.72764227642277,33.857142857142854
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,2018,Powerplay,39,21,3776,3205,117.81591263650546,33.857142857142854
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2013,Death,2,5,499,310,160.96774193548387,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2013,Middle,54,37,2494,1968,126.72764227642277,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2013,Powerplay,17,15,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2014,Powerplay,11,13,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2015,Powerplay,1,2,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2016,Powerplay,2,4,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2017,Death,7,5,499,310,160.96774193548387,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2017,Middle,32,25,2494,1968,126.72764227642277,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2017,Powerplay,23,16,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2013,Middle,32,19,2494,1968,126.72764227642277,28.4
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2013,Powerplay,27,25,3776,3205,117.81591263650546,28.4
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2015,Powerplay,42,30,3776,3205,117.81591263650546,28.4
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2017,Middle,27,24,2494,1968,126.72764227642277,28.4
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2017,Powerplay,21,20,3776,3205,117.81591263650546,28.4
S Dhawan,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,2018,Powerplay,5,7,3776,3205,117.81591263650546,28.4
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Brabourne Stadium,2015,Middle,36,22,2494,1968,126.72764227642277,35.25
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Brabourne Stadium,2015,Powerplay,18,14,3776,3205,117.81591263650546,35.25
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2015,Powerplay,10,13,3776,3205,117.81591263650546,32.666666666666664
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,2013,Middle,19,21,2494,1968,126.72764227642277,30.076923076923077
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Feroz Shah Kotla,2013,Powerplay,14,18,3776,3205,117.81591263650546,30.076923076923077
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,2018,Middle,40,33,2494,1968,126.72764227642277,33.857142857142854
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,2018,Powerplay,38,26,3776,3205,117.81591263650546,33.857142857142854
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",2013,Powerplay,1,3,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,"Sardar Patel Stadium, Motera",2014,Powerplay,33,20,3776,3205,117.81591263650546,33.0
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2013,Powerplay,0,2,3776,3205,117.81591263650546,23.0
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,2018,Powerplay,6,4,3776,3205,117.81591263650546,23.0
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,2014,Middle,20,14,2494,1968,126.72764227642277,46.5
S Dhawan,Sunrisers Hyderabad,Rajasthan Royals,Sheikh Zayed Stadium,2014,Powerplay,18,23,3776,3205,117.81591263650546,46.5
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2017,Middle,1,4,2494,1968,126.72764227642277,54.5
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,2017,Powerplay,29,25,3776,3205,117.81591263650546,54.5
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",2017,Powerplay,19,12,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,Middle,12,10,2494,1968,126.72764227642277,32.666666666666664
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016,Powerplay,21,17,3776,3205,117.81591263650546,32.666666666666664
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",2016,Death,12,10,499,310,160.96774193548387,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",2016,Middle,28,31,2494,1968,126.72764227642277,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",2016,Powerplay,16,14,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2014,Middle,17,20,2494,1968,126.72764227642277,31.857142857142858
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2014,Powerplay,20,18,3776,3205,117.81591263650546,31.857142857142858
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,Death,8,4,499,310,160.96774193548387,31.857142857142858
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,Middle,20,20,2494,1968,126.72764227642277,31.857142857142858
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2015,Powerplay,22,18,3776,3205,117.81591263650546,31.857142857142858
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,2016,Powerplay,36,35,3776,3205,117.81591263650546,31.857142857142858
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,M.Chinnaswamy Stadium,2018,Powerplay,18,15,3776,3205,117.81591263650546,9.0
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,2018,Powerplay,13,20,3776,3205,117.81591263650546,33.857142857142854
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2014,Middle,18,16,2494,1968,126.72764227642277,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2014,Powerplay,32,23,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2015,Powerplay,8,7,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2016,Powerplay,11,11,3776,3205,117.81591263650546,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2017,Middle,13,12,2494,1968,126.72764227642277,29.256410256410255
S Dhawan,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2017,Powerplay,27,19,3776,3205,117.81591263650546,29.256410256410255
S Dube,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023,Death,14,7,372,221,168.32579185520362,28.5
S Dube,Chennai Super Kings,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2023,Middle,8,5,1057,780,135.51282051282053,28.5
S Dube,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022,Death,1,2,372,221,168.32579185520362,35.75
S Dube,Chennai Super Kings,Delhi Capitals,"Dr DY Patil Sports Academy, Mumbai",2022,Middle,31,20,1057,780,135.51282051282053,35.75
S Dube,Chennai Super Kings,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Death,0,1,372,221,168.32579185520362,18.0
S Dube,Chennai Super Kings,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,Middle,18,18,1057,780,135.51282051282053,18.0
S Dube,Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Middle,25,14,1057,780,135.51282051282053,28.5
S Dube,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Middle,1,3,1057,780,135.51282051282053,28.5
S Dube,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2024,Death,10,7,372,221,168.32579185520362,28.5
S Dube,Chennai Super Kings,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",2024,Middle,41,18,1057,780,135.51282051282053,28.5
S Dube,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022,Death,16,10,372,221,168.32579185520362,19.0
S Dube,Chennai Super Kings,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2022,Middle,3,7,1057,780,135.51282051282053,19.0
S Dube,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Death,10,6,372,221,168.32579185520362,24.0
S Dube,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Middle,40,32,1057,780,135.51282051282053,24.0
S Dube,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2023,Powerplay,1,1,73,76,96.05263157894737,24.0
S Dube,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2024,Death,1,4,372,221,168.32579185520362,24.0
S Dube,Chennai Super Kings,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",2024,Middle,20,10,1057,780,135.51282051282053,24.0
S Dube,Chennai Super Kings,Gujarat Titans,"Wankhede Stadium, Mumbai",2022,Death,0,2,372,221,168.32579185520362,20.454545454545453
S Dube,Chennai Super Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",2023,Death,10,5,372,221,168.32579185520362,50.0
S Dube,Chennai Super Kings,Kolkata Knight Riders,"Eden Gardens, Kolkata",2023,Middle,40,16,1057,780,135.51282051282053,50.0
S Dube,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Death,24,14,372,221,168.32579185520362,28.5
S Dube,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2023,Middle,24,22,1057,780,135.51282051282053,28.5
S Dube,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2024,Death,6,4,372,221,168.32579185520362,28.5
S Dube,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",2024,Middle,22,14,1057,780,135.51282051282053,28.5
S Dube,Chennai Super Kings,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",2022,Middle,3,6,1057,780,135.51282051282053,20.454545454545453
S Dube,Chennai Super Kings,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,Middle,3,8,1057,780,135.51282051282053,3.0
S Dube,Chennai Super Kings,Lucknow Super Giants,"Brabourne Stadium, Mumbai",2022,Death,10,5,372,221,168.32579185520362,53.0
